,0,1,2,3,4,5,6,7
122,0.2832,0.559,0.1406,0.0158,0.0012,0.0001,0.0,0.0
123,0.28,0.559,0.1432,0.0164,0.0012,0.0001,0.0,0.0
124,0.2769,0.559,0.1456,0.0169,0.0013,0.0001,0.0,0.0
125,0.2737,0.559,0.1481,0.0175,0.0014,0.0001,0.0,0.0
126,0.2708,0.559,0.1505,0.0181,0.0014,0.0001,0.0,0.0
127,0.2678,0.559,0.1531,0.0187,0.0015,0.0001,0.0,0.0
128,0.2646,0.5586,0.1558,0.0192,0.0015,0.0001,0.0,0.0
129,0.2617,0.5586,0.1582,0.0198,0.0016,0.0001,0.0,0.0
130,0.2588,0.5586,0.1606,0.0205,0.0017,0.0001,0.0,0.0
131,0.2559,0.558,0.1631,0.0211,0.0017,0.0001,0.0,0.0
132,0.253,0.5576,0.1656,0.0217,0.0018,0.0001,0.0,0.0
133,0.25,0.557,0.1683,0.0223,0.0019,0.0001,0.0,0.0
134,0.2474,0.5566,0.1708,0.023,0.002,0.0001,0.0,0.0
135,0.2446,0.556,0.1732,0.0237,0.002,0.0001,0.0,0.0
136,0.2418,0.5557,0.1758,0.0243,0.0021,0.0001,0.0,0.0
137,0.239,0.555,0.1783,0.025,0.0022,0.0002,0.0,0.0
138,0.2365,0.5547,0.1808,0.0256,0.0023,0.0002,0.0,0.0
139,0.2336,0.554,0.1831,0.0264,0.0024,0.0002,0.0,0.0
140,0.2308,0.5537,0.1855,0.027,0.0025,0.0002,0.0,0.0
141,0.2281,0.553,0.188,0.0278,0.0026,0.0002,0.0,0.0
142,0.2253,0.5527,0.1906,0.0284,0.0027,0.0002,0.0,0.0
143,0.2227,0.5522,0.193,0.0292,0.0028,0.0002,0.0,0.0
144,0.22,0.5513,0.1953,0.03,0.0029,0.0002,0.0,0.0
145,0.2177,0.551,0.1976,0.0308,0.003,0.0002,0.0,0.0
146,0.215,0.55,0.2002,0.0315,0.0031,0.0003,0.0,0.0
147,0.2126,0.5493,0.2025,0.0323,0.0032,0.0003,0.0,0.0
148,0.21,0.5483,0.205,0.0331,0.0033,0.0003,0.0,0.0
149,0.1868,0.558,0.2174,0.0339,0.0035,0.0003,0.0,0.0
150,0.1569,0.5703,0.234,0.0348,0.0036,0.0003,0.0,0.0
151,0.1265,0.5825,0.251,0.0358,0.0037,0.0003,0.0,0.0
152,0.0993,0.593,0.2668,0.037,0.0039,0.0003,0.0,0.0
153,0.0765,0.6,0.2805,0.0383,0.004,0.0003,0.0,0.0
154,0.0582,0.605,0.2927,0.0397,0.0042,0.0003,0.0,0.0
155,0.0437,0.608,0.3027,0.0412,0.0043,0.0004,0.0,0.0
156,0.0324,0.6084,0.3115,0.0428,0.0045,0.0004,0.0,0.0
157,0.0238,0.6074,0.319,0.0444,0.0047,0.0004,0.0,0.0
158,0.0174,0.606,0.3254,0.046,0.0048,0.0004,0.0,0.0
159,0.0126,0.603,0.3313,0.0478,0.005,0.0004,0.0,0.0
160,0.0091,0.5996,0.3362,0.0495,0.0052,0.0004,0.0,0.0
161,0.0065,0.5957,0.3408,0.0513,0.0054,0.0004,0.0,0.0
162,0.0047,0.5913,0.3447,0.0532,0.0056,0.0005,0.0,0.0
163,0.0029,0.587,0.3489,0.0549,0.0058,0.0005,0.0,0.0
164,0.0018,0.582,0.3525,0.0568,0.006,0.0005,0.0,0.0
165,0.0012,0.577,0.3562,0.0586,0.0063,0.0005,0.0,0.0
166,0.0007,0.5723,0.3594,0.0606,0.0065,0.0006,0.0,0.0
167,0.0004,0.567,0.3625,0.0625,0.0067,0.0006,0.0,0.0
168,0.0003,0.562,0.3657,0.0644,0.007,0.0006,0.0,0.0
169,0.0002,0.557,0.3684,0.0664,0.0073,0.0006,0.0,0.0
170,0.0001,0.552,0.3713,0.0684,0.0075,0.0007,0.0,0.0
171,0.0001,0.547,0.374,0.0704,0.0078,0.0007,0.0001,0.0
172,0.0,0.542,0.3767,0.0725,0.0081,0.0007,0.0001,0.0
173,0.0,0.5366,0.3794,0.0745,0.0084,0.0007,0.0001,0.0
174,0.0,0.5317,0.382,0.0766,0.0087,0.0008,0.0001,0.0
175,0.0,0.527,0.3848,0.0786,0.009,0.0008,0.0001,0.0
176,0.0,0.522,0.3872,0.0806,0.0094,0.0009,0.0001,0.0
177,0.0,0.517,0.3896,0.0827,0.0097,0.0009,0.0001,0.0
178,0.0,0.512,0.392,0.0848,0.0101,0.0009,0.0001,0.0
179,0.0,0.5073,0.3945,0.0868,0.0104,0.001,0.0001,0.0
180,0.0,0.5024,0.397,0.0888,0.0108,0.001,0.0001,0.0
181,0.0,0.4976,0.3992,0.091,0.0112,0.001,0.0001,0.0
182,0.0,0.493,0.4016,0.0932,0.0115,0.0011,0.0001,0.0
183,0.0,0.4875,0.4038,0.0952,0.012,0.0011,0.0001,0.0
184,0.0,0.4832,0.4058,0.0974,0.0124,0.0012,0.0001,0.0
185,0.0,0.4785,0.408,0.0996,0.0128,0.0012,0.0001,0.0
186,0.0,0.4736,0.41,0.1017,0.0132,0.0013,0.0001,0.0
187,0.0,0.4688,0.412,0.1039,0.0137,0.0013,0.0001,0.0
188,0.0,0.4644,0.414,0.106,0.0141,0.0014,0.0001,0.0
189,0.0,0.46,0.4155,0.1082,0.0145,0.0014,0.0001,0.0
190,0.0,0.455,0.4175,0.1104,0.015,0.0015,0.0001,0.0
191,0.0,0.4507,0.4197,0.1125,0.0155,0.0016,0.0001,0.0
192,0.0,0.4463,0.4211,0.1147,0.016,0.0016,0.0001,0.0
193,0.0,0.442,0.4229,0.1168,0.0165,0.0017,0.0001,0.0
194,0.0,0.4373,0.4248,0.1191,0.017,0.0017,0.0001,0.0
195,0.0,0.4329,0.4265,0.1213,0.0175,0.0018,0.0001,0.0
196,0.0,0.4285,0.428,0.1235,0.0181,0.0019,0.0001,0.0
197,0.0,0.424,0.4297,0.1257,0.0187,0.0019,0.0001,0.0
198,0.0,0.4197,0.431,0.1279,0.0192,0.002,0.0002,0.0
199,0.0,0.4153,0.4324,0.1302,0.0197,0.0021,0.0002,0.0
200,0.0,0.4111,0.434,0.1324,0.0203,0.0022,0.0002,0.0
201,0.0,0.407,0.4353,0.1346,0.0209,0.0022,0.0002,0.0
202,0.0,0.4026,0.4363,0.1368,0.0216,0.0023,0.0002,0.0
203,0.0,0.3984,0.4375,0.139,0.0222,0.0024,0.0002,0.0
204,0.0,0.3943,0.4387,0.1412,0.0228,0.0025,0.0002,0.0
205,0.0,0.39,0.4404,0.1434,0.0235,0.0026,0.0002,0.0
206,0.0,0.3857,0.4417,0.1455,0.0241,0.0027,0.0002,0.0
207,0.0,0.3816,0.4429,0.1478,0.0247,0.0028,0.0002,0.0
208,0.0,0.3777,0.444,0.1499,0.0254,0.0028,0.0002,0.0
209,0.0,0.3735,0.4453,0.1522,0.0261,0.0029,0.0003,0.0
210,0.0,0.3694,0.446,0.1544,0.0268,0.0031,0.0003,0.0
211,0.0,0.3657,0.4473,0.1565,0.0275,0.0032,0.0003,0.0
212,0.0,0.3616,0.4475,0.1589,0.0281,0.0033,0.0003,0.0
213,0.0,0.358,0.4485,0.1613,0.0288,0.0034,0.0003,0.0
214,0.0,0.354,0.4487,0.1635,0.0296,0.0035,0.0003,0.0
215,0.0,0.35,0.45,0.1656,0.0302,0.0036,0.0003,0.0
216,0.0,0.3464,0.4507,0.1678,0.031,0.0038,0.0003,0.0
217,0.0,0.3425,0.4512,0.1702,0.0317,0.0039,0.0004,0.0
218,0.0,0.3389,0.4517,0.1725,0.0324,0.004,0.0004,0.0
219,0.0,0.3352,0.4524,0.1747,0.0332,0.0042,0.0004,0.0
220,0.0,0.3313,0.453,0.177,0.034,0.0043,0.0004,0.0
221,0.0,0.3276,0.4536,0.1793,0.0348,0.0044,0.0004,0.0
222,0.0,0.3237,0.454,0.1816,0.0356,0.0045,0.0004,0.0
223,0.0,0.32,0.4543,0.1837,0.0364,0.0047,0.0004,0.0
224,0.0,0.3123,0.458,0.1871,0.0372,0.0048,0.0005,0.0
225,0.0,0.3003,0.4644,0.1917,0.038,0.005,0.0005,0.0
226,0.0,0.2852,0.4736,0.1969,0.0388,0.0051,0.0005,0.0
227,0.0,0.2686,0.4832,0.2026,0.0397,0.0053,0.0005,0.0
228,0.0,0.252,0.493,0.2084,0.0408,0.0054,0.0005,0.0001
229,0.0,0.2365,0.5015,0.2144,0.0418,0.0056,0.0005,0.0001
230,0.0,0.222,0.509,0.22,0.0429,0.0058,0.0006,0.0001
231,0.0,0.2092,0.515,0.2253,0.044,0.0059,0.0006,0.0001
232,0.0,0.1981,0.5195,0.2303,0.0451,0.0061,0.0006,0.0001
233,0.0,0.1884,0.523,0.2352,0.0463,0.0063,0.0006,0.0001
234,0.0,0.1799,0.5254,0.2397,0.0476,0.0065,0.0007,0.0001
235,0.0,0.1729,0.527,0.2438,0.0488,0.0067,0.0007,0.0001
236,0.0,0.1667,0.5273,0.2482,0.05,0.0069,0.0007,0.0001
237,0.0,0.1614,0.5273,0.252,0.0514,0.0072,0.0007,0.0001
238,0.0,0.1567,0.5264,0.2559,0.0526,0.0074,0.0008,0.0001
239,0.0,0.1525,0.5254,0.2595,0.054,0.0076,0.0008,0.0001
240,0.0,0.1487,0.5244,0.263,0.0554,0.0078,0.0008,0.0001
241,0.0,0.1453,0.5225,0.2664,0.0568,0.0081,0.0009,0.0001
242,0.0,0.1422,0.5205,0.2695,0.0582,0.0083,0.0009,0.0001
243,0.0,0.1394,0.5186,0.2727,0.0596,0.0086,0.0009,0.0001
244,0.0,0.1367,0.5166,0.2756,0.0612,0.0088,0.001,0.0001
245,0.0,0.1343,0.514,0.2788,0.0626,0.0091,0.001,0.0001
246,0.0,0.1318,0.5117,0.282,0.0642,0.0094,0.001,0.0001
247,0.0,0.1295,0.509,0.285,0.0656,0.0097,0.0011,0.0001
248,0.0,0.1274,0.5063,0.2878,0.0672,0.01,0.0011,0.0001
249,0.0,0.1252,0.504,0.2908,0.0688,0.0102,0.0011,0.0001
250,0.0,0.123,0.5015,0.2935,0.0703,0.0105,0.0012,0.0001
251,0.0,0.1209,0.4983,0.2964,0.0719,0.0109,0.0012,0.0001
252,0.0,0.1189,0.496,0.299,0.0736,0.0112,0.0013,0.0001
253,0.0,0.1168,0.4937,0.3015,0.0752,0.0115,0.0013,0.0001
254,0.0,0.1148,0.4905,0.3044,0.0768,0.0119,0.0014,0.0001
255,0.0,0.1129,0.4875,0.3071,0.0784,0.0123,0.0014,0.0001
256,0.0,0.1108,0.485,0.3096,0.0802,0.0126,0.0015,0.0001
257,0.0,0.1089,0.4824,0.3123,0.0818,0.013,0.0015,0.0001
258,0.0,0.1071,0.4795,0.3147,0.0834,0.0134,0.0016,0.0002
259,0.0,0.1052,0.4773,0.3171,0.0852,0.0138,0.0016,0.0002
260,0.0,0.1033,0.474,0.3198,0.0868,0.0142,0.0017,0.0002
261,0.0,0.1015,0.4712,0.3223,0.0886,0.0146,0.0017,0.0002
262,0.0,0.0998,0.4685,0.3247,0.0902,0.015,0.0018,0.0002
263,0.0,0.098,0.465,0.3271,0.092,0.0154,0.0019,0.0002
264,0.0,0.0962,0.463,0.3293,0.0938,0.0158,0.0019,0.0002
265,0.0,0.0946,0.4597,0.3315,0.0956,0.0162,0.002,0.0002
266,0.0,0.0929,0.4568,0.334,0.0974,0.0166,0.0021,0.0002
267,0.0,0.0912,0.454,0.3362,0.0992,0.0171,0.0021,0.0002
268,0.0,0.0894,0.4517,0.3381,0.101,0.0176,0.0022,0.0002
269,0.0,0.0878,0.4485,0.3403,0.1029,0.018,0.0023,0.0002
270,0.0,0.0861,0.4456,0.3423,0.1048,0.0185,0.0024,0.0002
271,0.0,0.0844,0.4429,0.3445,0.1066,0.019,0.0024,0.0002
272,0.0,0.0829,0.44,0.3464,0.1085,0.0195,0.0025,0.0003
273,0.0,0.0812,0.4373,0.3486,0.1104,0.02,0.0026,0.0003
274,0.0,0.0797,0.434,0.3506,0.1122,0.0205,0.0027,0.0003
275,0.0,0.0782,0.4312,0.3525,0.1141,0.021,0.0028,0.0003
276,0.0,0.0767,0.428,0.3545,0.116,0.0215,0.0029,0.0003
277,0.0,0.0752,0.4253,0.3562,0.118,0.0221,0.0029,0.0003
278,0.0,0.0738,0.4224,0.3582,0.1198,0.0226,0.0031,0.0003
279,0.0,0.0724,0.4197,0.36,0.1216,0.0232,0.0032,0.0003
280,0.0,0.0709,0.4165,0.3618,0.1235,0.0238,0.0033,0.0003
281,0.0,0.0696,0.413,0.3635,0.1254,0.0244,0.0033,0.0004
282,0.0,0.0681,0.4104,0.3652,0.1273,0.025,0.0034,0.0004
283,0.0,0.0668,0.4075,0.367,0.1292,0.0257,0.0036,0.0004
284,0.0,0.0654,0.4045,0.3687,0.131,0.0263,0.0037,0.0004
285,0.0,0.0642,0.4016,0.3704,0.1329,0.027,0.0038,0.0004
286,0.0,0.0628,0.3987,0.3718,0.1348,0.0276,0.0039,0.0004
287,0.0,0.0616,0.3958,0.3733,0.1367,0.0283,0.004,0.0005
288,0.0,0.0604,0.3928,0.3748,0.1387,0.0289,0.0041,0.0005
289,0.0,0.0591,0.39,0.376,0.1407,0.0296,0.0043,0.0005
290,0.0,0.0579,0.387,0.3774,0.1427,0.0302,0.0044,0.0005
291,0.0,0.0566,0.3843,0.3787,0.1447,0.0309,0.0046,0.0005
292,0.0,0.0554,0.381,0.3801,0.1465,0.0316,0.0047,0.0005
293,0.0,0.0542,0.3782,0.3813,0.1484,0.0324,0.0048,0.0005
294,0.0,0.053,0.3755,0.3826,0.1504,0.033,0.005,0.0006
295,0.0,0.0519,0.3726,0.3838,0.1525,0.0338,0.0051,0.0006
296,0.0,0.0508,0.3696,0.3848,0.1544,0.0345,0.0053,0.0006
297,0.0,0.0496,0.3667,0.386,0.1565,0.0352,0.0054,0.0006
298,0.0,0.0486,0.3638,0.3872,0.1584,0.036,0.0055,0.0007
299,0.0,0.047,0.3606,0.389,0.1604,0.0368,0.0057,0.0007
300,0.0,0.0448,0.357,0.391,0.1627,0.0375,0.0058,0.0007
301,0.0,0.042,0.353,0.3945,0.1653,0.0384,0.006,0.0008
302,0.0,0.0384,0.3486,0.399,0.1678,0.0392,0.0061,0.0008
303,0.0,0.0344,0.3438,0.4038,0.1708,0.0401,0.0063,0.0008
304,0.0,0.0302,0.3389,0.4087,0.1738,0.041,0.0065,0.0008
305,0.0,0.0261,0.3337,0.414,0.177,0.0418,0.0066,0.0009
306,0.0,0.0221,0.3289,0.4187,0.18,0.0427,0.0068,0.0009
307,0.0,0.0185,0.3237,0.423,0.1831,0.0437,0.0069,0.0009
308,0.0,0.0152,0.3188,0.4272,0.1864,0.0446,0.0071,0.001
309,0.0,0.0124,0.314,0.4304,0.1893,0.0455,0.0073,0.001
310,0.0,0.01,0.309,0.433,0.1923,0.0466,0.0075,0.001
311,0.0,0.0081,0.3044,0.4355,0.1953,0.0475,0.0077,0.0011
312,0.0,0.0064,0.2998,0.438,0.1982,0.0484,0.008,0.0011
313,0.0,0.005,0.2954,0.4397,0.2012,0.0495,0.0082,0.0011
314,0.0,0.0039,0.291,0.441,0.204,0.0505,0.0085,0.0012
315,0.0,0.003,0.2869,0.442,0.207,0.0516,0.0087,0.0012
316,0.0,0.0023,0.2827,0.4424,0.2098,0.0526,0.0089,0.0013
317,0.0,0.0017,0.2788,0.443,0.2124,0.0538,0.0092,0.0013
318,0.0,0.0013,0.275,0.443,0.215,0.0548,0.0094,0.0013
319,0.0,0.0009,0.271,0.443,0.2178,0.056,0.0096,0.0014
320,0.0,0.0007,0.267,0.443,0.2206,0.0572,0.0099,0.0014
321,0.0,0.0005,0.2632,0.443,0.2231,0.0583,0.0102,0.0014
322,0.0,0.0004,0.2595,0.4429,0.2258,0.0595,0.0104,0.0015
323,0.0,0.0003,0.2559,0.4424,0.2286,0.0606,0.0107,0.0015
324,0.0,0.0002,0.2522,0.442,0.231,0.0618,0.011,0.0016
325,0.0,0.0001,0.2488,0.4417,0.2336,0.0631,0.0113,0.0016
326,0.0,0.0001,0.2452,0.441,0.236,0.0644,0.0116,0.0017
327,0.0,0.0001,0.2418,0.4404,0.2384,0.0658,0.0119,0.0017
328,0.0,0.0,0.2384,0.4397,0.2408,0.067,0.0122,0.0018
329,0.0,0.0,0.2347,0.4387,0.2434,0.0684,0.0125,0.0019
330,0.0,0.0,0.2314,0.4385,0.2458,0.0696,0.0128,0.0019
331,0.0,0.0,0.2281,0.4375,0.248,0.0708,0.0132,0.002
332,0.0,0.0,0.2249,0.4373,0.2505,0.0722,0.0135,0.0021
333,0.0,0.0,0.2214,0.4363,0.2527,0.0736,0.0139,0.0021
334,0.0,0.0,0.2181,0.4353,0.2551,0.075,0.0142,0.0022
335,0.0,0.0,0.2152,0.4343,0.2576,0.0762,0.0146,0.0023
336,0.0,0.0,0.212,0.433,0.2598,0.0776,0.0149,0.0023
337,0.0,0.0,0.2087,0.432,0.2622,0.0791,0.0153,0.0024
338,0.0,0.0,0.2056,0.431,0.2646,0.0805,0.0157,0.0025
339,0.0,0.0,0.2028,0.4297,0.267,0.0818,0.0161,0.0025
340,0.0,0.0,0.1996,0.4287,0.2693,0.0832,0.0164,0.0026
341,0.0,0.0,0.1965,0.4275,0.2717,0.0846,0.0168,0.0027
342,0.0,0.0,0.1937,0.4265,0.274,0.0862,0.0172,0.0028
343,0.0,0.0,0.1907,0.4253,0.2761,0.0876,0.0176,0.0029
344,0.0,0.0,0.1879,0.424,0.2783,0.0891,0.0181,0.0029
345,0.0,0.0,0.1849,0.4229,0.2803,0.0906,0.0185,0.003
346,0.0,0.0,0.1821,0.4211,0.2825,0.0921,0.0189,0.0031
347,0.0,0.0,0.1793,0.42,0.2847,0.0935,0.0194,0.0032
348,0.0,0.0,0.1764,0.4185,0.2869,0.095,0.0199,0.0033
349,0.0,0.0,0.1736,0.4172,0.289,0.0965,0.0203,0.0034
350,0.0,0.0,0.1708,0.4155,0.291,0.0981,0.0208,0.0035
351,0.0,0.0,0.168,0.4143,0.293,0.0996,0.0212,0.0036
352,0.0,0.0,0.1652,0.413,0.295,0.1013,0.0217,0.0038
353,0.0,0.0,0.1626,0.412,0.2966,0.1029,0.0222,0.0039
354,0.0,0.0,0.1599,0.41,0.2986,0.1046,0.0227,0.004
355,0.0,0.0,0.1573,0.4087,0.3005,0.1062,0.0232,0.0041
356,0.0,0.0,0.1548,0.4072,0.3022,0.1078,0.0237,0.0042
357,0.0,0.0,0.1522,0.4053,0.3044,0.1093,0.0243,0.0044
358,0.0,0.0,0.1497,0.4038,0.3064,0.1108,0.0249,0.0045
